[Log] stdout/stderr -> logs/main_tracking_v9_20260422_210416.log
[GPS] raw line: $GNGGA,130546.00,,,,,0,00,9999.0,,,,,,*4D
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130546.00,V,,,,,,,220426,0.0,E,N,V*77
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130547.00,,,,,0,00,9999.0,,,,,,*4C
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130547.00,V,,,,,,,220426,0.0,E,N,V*76
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130548.00,,,,,0,00,9999.0,,,,,,*43
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130548.00,V,,,,,,,220426,0.0,E,N,V*79
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130549.00,,,,,0,00,9999.0,,,,,,*42
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130549.00,V,,,,,,,220426,0.0,E,N,V*78
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130550.00,,,,,0,00,9999.0,,,,,,*4A
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130550.00,V,,,,,,,220426,0.0,E,N,V*70
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130551.00,,,,,0,00,9999.0,,,,,,*4B
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130551.00,V,,,,,,,220426,0.0,E,N,V*71
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130552.00,,,,,0,00,9999.0,,,,,,*48
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130552.00,V,,,,,,,220426,0.0,E,N,V*72
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130553.00,,,,,0,00,9999.0,,,,,,*49
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130553.00,V,,,,,,,220426,0.0,E,N,V*73
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130554.00,,,,,0,00,9999.0,,,,,,*4E
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130554.00,V,,,,,,,220426,0.0,E,N,V*74
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130555.00,,,,,0,00,9999.0,,,,,,*4F
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130555.00,V,,,,,,,220426,0.0,E,N,V*75
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130556.00,,,,,0,00,9999.0,,,,,,*4C
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130556.00,V,,,,,,,220426,0.0,E,N,V*76
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130557.00,,,,,0,00,9999.0,,,,,,*4D
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130557.00,V,,,,,,,220426,0.0,E,N,V*77
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130558.00,,,,,0,00,9999.0,,,,,,*42
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130558.00,V,,,,,,,220426,0.0,E,N,V*78
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130559.00,,,,,0,00,9999.0,,,,,,*43
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130559.00,V,,,,,,,220426,0.0,E,N,V*79
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130600.00,,,,,0,00,9999.0,,,,,,*4C
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130600.00,V,,,,,,,220426,0.0,E,N,V*76
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130601.00,,,,,0,00,9999.0,,,,,,*4D
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130601.00,V,,,,,,,220426,0.0,E,N,V*77
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130602.00,,,,,0,00,9999.0,,,,,,*4E
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130602.00,V,,,,,,,220426,0.0,E,N,V*74
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130603.00,,,,,0,00,9999.0,,,,,,*4F
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130603.00,V,,,,,,,220426,0.0,E,N,V*75
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130604.00,,,,,0,00,9999.0,,,,,,*48
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130604.00,V,,,,,,,220426,0.0,E,N,V*72
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
[GPS] raw line: $GNGGA,130605.00,,,,,0,00,9999.0,,,,,,*49
[GPS] raw line: $GPGSA,,1,,,,,,,,,,,,,,,,*73
[GPS] raw line: $GNRMC,130605.00,V,,,,,,,220426,0.0,E,N,V*73
[GPS] raw line: $GPGSV,1,1,00,,,,,*55
